customer_id,age,gender,tenure_months,monthly_charges,total_charges,contract_type,payment_method,num_support_tickets,churned
CUST-02323,70,M,25,94.0,2320.24,month-to-month,electronic_check,4,0
CUST-02324,71,F,39,64.28,2507.78,month-to-month,electronic_check,0,0
CUST-02325,41,F,35,66.46,2352.7,month-to-month,electronic_check,1,1
CUST-02326,34,M,41,38.95,1586.68,two-year,bank_transfer,2,0
CUST-02327,49,F,41,61.41,2499.7,one-year,bank_transfer,2,0
CUST-02328,74,F,46,76.72,3514.05,month-to-month,credit_card,2,0
CUST-02329,28,M,18,22.78,419.29,one-year,credit_card,1,0
CUST-02330,27,F,42,112.41,4702.8,one-year,mailed_check,3,1
CUST-02331,27,F,56,44.44,2455.88,two-year,electronic_check,10,0
CUST-02332,60,F,24,24.27,594.83,one-year,credit_card,10,1
CUST-02333,24,M,71,53.96,3846.63,month-to-month,credit_card,0,1
CUST-02334,28,M,35,77.39,2740.54,month-to-month,credit_card,2,0
CUST-02335,41,F,20,29.44,589.94,month-to-month,credit_card,5,0
CUST-02336,52,F,69,35.37,2489.67,one-year,electronic_check,0,0
CUST-02337,34,M,14,96.36,1337.99,month-to-month,electronic_check,2,0
CUST-02338,50,F,1,24.26,18.48,one-year,mailed_check,3,1
CUST-02339,58,F,41,72.08,2933.46,two-year,mailed_check,4,0
CUST-02340,36,M,16,79.58,1234.46,two-year,bank_transfer,6,1
CUST-02341,37,M,19,37.9,674.65,month-to-month,bank_transfer,9,1
CUST-02342,49,M,33,73.19,2374.27,month-to-month,mailed_check,2,1
CUST-02343,35,M,53,78.81,4192.1,two-year,bank_transfer,1,0
CUST-02344,45,F,71,21.99,1513.38,month-to-month,bank_transfer,0,0
CUST-02345,52,F,8,20.54,133.66,month-to-month,mailed_check,3,0
CUST-02346,69,M,13,20.38,241.96,two-year,bank_transfer,8,1
CUST-02347,44,M,1,113.53,129.53,two-year,credit_card,0,0
CUST-02348,70,F,58,59.81,3494.61,two-year,bank_transfer,3,0
CUST-02349,50,F,23,104.38,2418.06,month-to-month,bank_transfer,3,0
CUST-02350,39,M,62,60.75,3804.83,two-year,mailed_check,2,1
CUST-02351,37,M,51,65.49,3290.07,month-to-month,credit_card,3,0
CUST-02352,32,M,20,86.38,1687.51,month-to-month,bank_transfer,5,1
CUST-02353,22,F,24,66.11,1569.18,two-year,credit_card,6,0
CUST-02354,45,F,62,69.3,4329.15,month-to-month,bank_transfer,0,0
CUST-02355,33,M,69,72.26,4998.06,two-year,mailed_check,9,0
CUST-02356,50,M,57,115.65,6577.28,month-to-month,mailed_check,9,0
CUST-02357,40,F,69,84.33,5786.59,two-year,credit_card,2,0
CUST-02358,43,F,51,57.69,2968.56,two-year,electronic_check,9,0
CUST-02359,57,M,13,33.84,424.26,one-year,bank_transfer,9,0
CUST-02360,66,F,35,87.12,3073.02,two-year,bank_transfer,9,0
CUST-02361,66,F,3,64.51,185.84,two-year,electronic_check,1,0
CUST-02362,53,M,57,77.41,4417.69,one-year,mailed_check,4,0
CUST-02363,72,F,64,45.49,2901.92,one-year,credit_card,8,0
CUST-02364,25,F,25,100.27,2502.95,two-year,electronic_check,7,0
CUST-02365,64,M,67,114.37,7712.51,one-year,electronic_check,9,1
CUST-02366,68,M,69,22.8,1589.49,one-year,mailed_check,0,0
CUST-02367,20,M,42,116.49,4882.43,month-to-month,mailed_check,0,0
CUST-02368,21,M,51,60.02,3095.01,two-year,bank_transfer,4,0
CUST-02369,67,M,69,103.36,7081.89,one-year,bank_transfer,10,0
CUST-02370,52,M,6,52.99,329.83,one-year,mailed_check,4,0
CUST-02371,33,M,14,75.33,1019.56,one-year,mailed_check,5,0
CUST-02372,40,F,2,24.72,75.42,month-to-month,mailed_check,1,1
CUST-02373,40,F,46,84.5,3866.28,month-to-month,electronic_check,9,0
CUST-02374,75,F,25,102.55,2556.95,two-year,credit_card,8,0
CUST-02375,51,F,62,111.4,6873.0,month-to-month,credit_card,0,0
CUST-02376,74,M,15,83.1,1201.26,month-to-month,electronic_check,4,0
CUST-02377,56,M,39,114.97,4473.17,one-year,electronic_check,10,1
CUST-02378,43,F,44,115.47,5047.16,two-year,credit_card,6,0
CUST-02379,40,F,19,98.74,1913.28,month-to-month,bank_transfer,5,1
CUST-02380,29,M,55,96.81,5335.45,month-to-month,electronic_check,3,0
CUST-02381,46,M,28,113.19,3145.18,two-year,electronic_check,7,0
CUST-02382,38,F,50,50.36,2527.73,one-year,mailed_check,5,0
CUST-02383,38,M,22,29.64,650.99,month-to-month,credit_card,2,0
CUST-02384,28,M,37,53.3,1922.43,one-year,bank_transfer,6,0
CUST-02385,22,F,17,85.84,1432.96,month-to-month,bank_transfer,10,0
CUST-02386,52,M,60,69.47,4179.95,one-year,electronic_check,10,0
CUST-02387,60,F,42,75.41,3134.25,month-to-month,electronic_check,2,1
CUST-02388,38,F,41,30.14,1222.56,month-to-month,credit_card,7,0
CUST-02389,58,M,9,25.47,215.56,month-to-month,credit_card,4,0
CUST-02390,66,F,58,65.41,3807.64,one-year,electronic_check,2,0
CUST-02391,72,F,39,63.84,2450.97,two-year,mailed_check,1,0
CUST-02392,54,F,46,78.06,3560.7,two-year,electronic_check,9,0
CUST-02393,52,M,27,23.66,611.04,month-to-month,credit_card,8,0
CUST-02394,33,M,28,62.13,1732.35,month-to-month,credit_card,8,0
CUST-02395,53,M,61,70.6,4291.86,month-to-month,bank_transfer,7,0
CUST-02396,53,F,70,67.52,4694.8,month-to-month,credit_card,5,1
CUST-02397,38,M,24,32.22,815.94,two-year,bank_transfer,7,0
CUST-02398,24,F,66,25.0,1642.49,two-year,mailed_check,3,0
CUST-02399,65,F,38,47.92,1815.23,one-year,mailed_check,2,0
CUST-02400,32,M,51,78.89,4054.75,month-to-month,bank_transfer,9,0
CUST-02401,34,F,33,108.87,3547.98,two-year,credit_card,0,0
CUST-02402,48,M,15,24.82,380.04,two-year,bank_transfer,10,0
CUST-02403,56,F,44,36.37,1616.64,two-year,electronic_check,4,1
CUST-02404,50,F,22,85.06,1883.25,one-year,mailed_check,9,0
CUST-02405,41,F,48,63.8,3045.26,two-year,electronic_check,8,0
CUST-02406,55,M,17,114.54,1915.1,two-year,credit_card,7,1
CUST-02407,60,M,60,93.11,5618.6,two-year,electronic_check,8,0
CUST-02408,46,M,70,38.75,2708.71,two-year,electronic_check,9,0
CUST-02409,69,M,68,49.92,3423.55,one-year,bank_transfer,6,0
CUST-02410,43,M,64,96.05,6105.5,month-to-month,bank_transfer,10,0
CUST-02411,45,M,4,40.99,191.5,two-year,bank_transfer,9,0
CUST-02412,39,M,63,103.43,6554.84,month-to-month,credit_card,9,1
CUST-02413,21,F,22,103.34,2255.04,one-year,mailed_check,6,0
CUST-02414,71,F,27,42.1,1161.15,one-year,credit_card,7,1
CUST-02415,26,F,2,96.88,145.76,two-year,credit_card,1,1
CUST-02416,72,M,31,98.73,3095.91,month-to-month,mailed_check,4,1
CUST-02417,33,F,18,84.63,1477.57,one-year,credit_card,8,0
CUST-02418,63,M,42,102.64,4265.15,month-to-month,electronic_check,0,0
CUST-02419,43,M,18,49.93,939.32,two-year,mailed_check,3,0
CUST-02420,23,M,49,95.75,4710.77,month-to-month,mailed_check,9,0
CUST-02421,21,M,32,40.9,1321.46,month-to-month,electronic_check,6,0
CUST-02422,33,M,12,56.67,695.11,one-year,mailed_check,6,0
CUST-02423,40,M,31,78.48,2393.01,two-year,electronic_check,3,0
CUST-02424,26,M,51,115.65,5895.3,two-year,bank_transfer,7,1
CUST-02425,67,F,4,105.53,413.11,two-year,electronic_check,3,0
CUST-02426,34,F,38,37.71,1389.85,month-to-month,mailed_check,1,0
CUST-02427,47,F,5,109.33,560.11,two-year,bank_transfer,5,0
CUST-02428,44,F,69,107.22,7352.47,two-year,electronic_check,1,0
CUST-02429,26,F,5,38.89,242.46,two-year,credit_card,4,0
CUST-02430,72,M,19,68.66,1280.87,month-to-month,electronic_check,10,0
CUST-02431,32,F,35,65.33,2315.97,two-year,credit_card,9,0
CUST-02432,43,F,53,77.51,4127.55,month-to-month,credit_card,9,0
CUST-02433,35,F,23,37.31,884.66,two-year,electronic_check,5,0
CUST-02434,67,F,15,105.57,1587.31,month-to-month,mailed_check,2,0
CUST-02435,19,F,63,32.33,2067.39,one-year,credit_card,1,0
CUST-02436,67,M,50,103.91,5165.81,one-year,bank_transfer,9,0
CUST-02437,31,F,65,96.0,6234.32,month-to-month,electronic_check,8,0
CUST-02438,66,F,29,93.23,2698.62,month-to-month,electronic_check,1,0
CUST-02439,25,F,30,91.75,2721.8,two-year,mailed_check,0,1
CUST-02440,34,M,24,74.5,1834.99,one-year,electronic_check,1,1
CUST-02441,57,M,22,106.24,2359.7,month-to-month,electronic_check,7,0
CUST-02442,22,M,60,33.4,1959.66,one-year,mailed_check,9,0
CUST-02443,41,M,35,29.97,1082.97,month-to-month,credit_card,0,1
CUST-02444,58,M,62,91.46,5634.94,one-year,electronic_check,8,1
CUST-02445,48,M,60,22.82,1393.64,two-year,electronic_check,9,0
CUST-02446,49,F,53,40.47,2174.26,month-to-month,bank_transfer,4,0
CUST-02447,31,M,2,46.5,84.92,two-year,credit_card,8,0
CUST-02448,45,M,7,23.54,183.53,one-year,bank_transfer,0,0
CUST-02449,62,M,61,21.2,1248.81,two-year,bank_transfer,0,0
CUST-02450,69,F,5,79.46,419.44,month-to-month,credit_card,9,1
CUST-02451,18,F,47,39.66,1860.5,two-year,electronic_check,0,0
CUST-02452,69,M,8,29.58,189.24,month-to-month,mailed_check,3,1
CUST-02453,28,M,60,28.95,1696.35,month-to-month,bank_transfer,8,0
CUST-02454,74,M,49,76.64,3770.87,two-year,mailed_check,2,0
CUST-02455,63,F,24,32.0,792.35,one-year,credit_card,7,0
CUST-02456,22,F,15,76.95,1187.67,two-year,mailed_check,4,0
CUST-02457,27,M,40,44.49,1805.56,month-to-month,electronic_check,2,0
CUST-02458,18,M,24,56.05,1329.43,month-to-month,bank_transfer,9,0
CUST-02459,60,M,35,95.53,3351.88,month-to-month,electronic_check,7,0
CUST-02460,31,M,61,108.33,6600.2,one-year,electronic_check,5,0
CUST-02461,23,F,13,42.46,562.25,month-to-month,electronic_check,8,0
CUST-02462,40,F,4,117.05,476.63,two-year,electronic_check,1,1
CUST-02463,60,M,49,23.71,1143.76,month-to-month,credit_card,2,1
CUST-02464,62,F,56,74.05,4170.05,one-year,mailed_check,4,0
CUST-02465,26,M,62,75.6,4683.56,two-year,credit_card,0,0
CUST-02466,19,M,65,72.55,4709.58,one-year,credit_card,9,0
CUST-02467,72,M,15,77.19,1116.43,one-year,electronic_check,0,0
CUST-02468,51,M,7,60.37,411.89,two-year,bank_transfer,3,0
CUST-02469,50,F,42,117.96,4931.36,one-year,credit_card,8,0
CUST-02470,44,F,21,31.73,643.76,two-year,bank_transfer,2,0
CUST-02471,64,F,2,36.82,92.27,month-to-month,bank_transfer,0,1
CUST-02472,66,M,46,110.27,5022.62,month-to-month,credit_card,0,0
CUST-02473,65,F,71,71.9,5100.24,month-to-month,credit_card,9,0
CUST-02474,67,M,1,20.34,-17.53,two-year,credit_card,6,0
CUST-02475,66,M,1,22.31,54.35,month-to-month,bank_transfer,10,1
CUST-02476,55,F,64,40.15,2593.6,one-year,credit_card,6,0
CUST-02477,52,M,2,74.18,192.64,two-year,mailed_check,7,0
CUST-02478,56,F,34,58.85,2019.33,month-to-month,bank_transfer,6,1
CUST-02479,46,M,16,109.03,1787.44,two-year,credit_card,5,0
CUST-02480,62,F,12,86.22,1017.61,two-year,bank_transfer,9,0
CUST-02481,34,M,40,35.01,1357.24,month-to-month,bank_transfer,5,1
CUST-02482,38,F,31,47.77,1525.21,one-year,electronic_check,4,1
CUST-02483,63,M,35,106.32,3680.75,one-year,bank_transfer,4,0
CUST-02484,23,M,3,101.01,345.1,two-year,bank_transfer,8,0
CUST-02485,27,F,58,79.65,4583.77,one-year,electronic_check,8,0
CUST-02486,26,F,9,69.69,599.95,two-year,electronic_check,10,0
CUST-02487,32,F,25,61.16,1578.57,month-to-month,credit_card,0,0
CUST-02488,67,M,38,28.72,1096.53,two-year,electronic_check,1,1
CUST-02489,58,M,71,31.62,2273.65,one-year,electronic_check,5,0
CUST-02490,20,M,3,48.69,142.53,one-year,bank_transfer,3,1
CUST-02491,23,M,8,46.45,377.76,one-year,bank_transfer,7,1
CUST-02492,29,M,12,22.96,323.88,two-year,bank_transfer,9,0
CUST-02493,59,F,55,26.86,1521.95,month-to-month,electronic_check,0,1
CUST-02494,32,F,64,93.54,5967.77,one-year,credit_card,4,0
CUST-02495,32,F,23,109.38,2504.02,one-year,credit_card,1,0
CUST-02496,64,M,12,53.29,685.88,month-to-month,electronic_check,7,0
CUST-02497,44,M,20,45.95,918.12,one-year,mailed_check,8,0
CUST-02498,65,M,22,36.32,831.65,one-year,bank_transfer,6,0
CUST-02499,44,F,58,118.69,6927.51,two-year,mailed_check,2,0
CUST-02500,57,F,17,47.61,847.76,month-to-month,mailed_check,8,0
CUST-02501,36,F,57,71.06,4047.13,one-year,credit_card,10,0
CUST-02502,18,M,21,77.82,1625.5,two-year,credit_card,8,0
CUST-02503,27,M,39,70.06,2705.87,one-year,electronic_check,3,0
CUST-02504,65,F,40,25.36,1019.17,two-year,credit_card,2,0
CUST-02505,34,F,12,53.63,609.92,two-year,electronic_check,9,0
CUST-02506,35,F,23,21.72,513.84,one-year,credit_card,1,0
CUST-02507,30,M,13,87.06,1134.9,two-year,mailed_check,3,0
CUST-02508,32,F,1,105.72,123.44,one-year,electronic_check,8,1
CUST-02509,51,F,65,100.63,6549.62,two-year,mailed_check,8,1
CUST-02510,67,M,3,119.31,342.66,one-year,credit_card,1,1
CUST-02511,41,F,6,38.17,198.63,month-to-month,electronic_check,1,0
CUST-02512,43,M,24,44.71,1054.14,month-to-month,mailed_check,0,1
CUST-02513,59,F,31,69.67,2115.06,month-to-month,credit_card,3,0
CUST-02514,56,F,21,26.25,556.33,two-year,credit_card,1,0
CUST-02515,31,F,12,100.76,1251.02,month-to-month,mailed_check,1,0
CUST-02516,24,F,31,30.69,977.58,two-year,mailed_check,0,0
CUST-02517,27,F,14,108.46,1536.81,one-year,credit_card,8,0
CUST-02518,58,F,34,29.85,1047.05,two-year,electronic_check,5,0
CUST-02519,46,F,2,82.87,138.09,month-to-month,bank_transfer,1,1
CUST-02520,61,F,3,67.25,204.01,month-to-month,credit_card,7,0
CUST-02521,63,M,18,97.94,1759.71,two-year,mailed_check,1,0
CUST-02522,67,F,55,22.75,1298.84,two-year,bank_transfer,2,0
CUST-02523,42,F,26,87.68,2277.79,two-year,credit_card,8,0
CUST-02524,74,F,26,68.52,1787.49,month-to-month,credit_card,0,1
CUST-02525,64,F,24,99.83,2424.36,two-year,mailed_check,8,1
CUST-02526,73,F,5,21.47,76.77,two-year,bank_transfer,3,0
CUST-02527,25,F,51,116.4,5944.91,month-to-month,mailed_check,9,0
CUST-02528,60,F,49,75.15,3634.34,one-year,mailed_check,10,0
CUST-02529,33,F,46,26.63,1244.68,two-year,bank_transfer,1,0
CUST-02530,75,F,42,25.49,1102.93,month-to-month,mailed_check,1,0
CUST-02531,41,M,1,68.03,115.95,month-to-month,electronic_check,2,1
CUST-02532,25,M,37,104.85,3887.24,two-year,electronic_check,8,0
CUST-02533,37,M,38,70.34,2696.78,month-to-month,credit_card,0,1
CUST-02534,41,M,41,105.82,4326.33,month-to-month,electronic_check,8,1
CUST-02535,33,M,50,89.83,4508.27,one-year,electronic_check,3,0
CUST-02536,19,M,40,75.0,3038.05,month-to-month,electronic_check,7,1
CUST-02537,70,F,54,45.96,2517.39,month-to-month,credit_card,5,0
CUST-02538,66,M,61,44.68,2689.16,one-year,credit_card,7,0
CUST-02539,55,F,64,52.95,3415.31,month-to-month,mailed_check,8,1
CUST-02540,72,M,13,54.14,730.06,one-year,mailed_check,2,0
CUST-02541,68,F,30,93.44,2796.71,month-to-month,electronic_check,4,1
CUST-02542,40,M,55,97.32,5346.75,one-year,credit_card,7,1
CUST-02543,41,F,27,26.11,735.52,two-year,mailed_check,8,0
CUST-02544,24,F,30,68.12,2025.41,two-year,bank_transfer,8,1
CUST-02545,22,F,3,97.63,293.22,one-year,electronic_check,7,1
CUST-02546,39,F,24,58.33,1426.98,month-to-month,mailed_check,10,0
CUST-02547,29,F,68,60.28,4148.74,month-to-month,mailed_check,6,0
CUST-02548,75,F,55,45.07,2497.17,month-to-month,bank_transfer,7,0
CUST-02549,39,M,9,105.97,976.39,two-year,mailed_check,7,1
CUST-02550,31,F,54,89.16,4836.84,one-year,mailed_check,9,0
CUST-02551,69,F,7,60.64,426.18,two-year,mailed_check,9,0
CUST-02552,41,M,30,37.64,1105.17,two-year,electronic_check,0,0
CUST-02553,48,M,68,114.36,7784.25,two-year,credit_card,5,0
CUST-02554,38,M,58,62.91,3666.96,one-year,electronic_check,6,0
CUST-02555,74,F,58,25.78,1495.22,one-year,electronic_check,5,0
CUST-02556,73,M,33,35.88,1158.16,month-to-month,electronic_check,2,0
CUST-02557,26,F,24,67.69,1647.42,one-year,bank_transfer,0,0
CUST-02558,24,M,23,37.54,889.58,two-year,mailed_check,5,1
CUST-02559,24,F,63,62.59,3909.61,month-to-month,electronic_check,2,0
CUST-02560,53,F,70,57.19,4011.01,one-year,bank_transfer,0,0
CUST-02561,55,M,48,37.57,1774.09,month-to-month,bank_transfer,2,0
CUST-02562,54,M,4,109.85,398.97,two-year,electronic_check,2,0
CUST-02563,52,M,51,46.86,2426.7,month-to-month,mailed_check,7,1
CUST-02564,30,F,3,112.16,375.19,month-to-month,credit_card,5,1
CUST-02565,31,M,2,114.14,219.61,one-year,mailed_check,2,0
CUST-02566,72,M,33,111.68,3721.74,one-year,mailed_check,2,0
CUST-02567,53,M,36,98.25,3540.99,one-year,credit_card,6,0
CUST-02568,57,F,42,46.01,1893.29,month-to-month,bank_transfer,9,0
CUST-02569,66,F,29,32.72,916.9,two-year,credit_card,2,0
CUST-02570,21,F,16,102.22,1683.01,month-to-month,mailed_check,0,1
CUST-02571,43,F,17,103.04,1784.09,two-year,mailed_check,2,0
CUST-02572,55,F,71,84.45,5972.43,one-year,electronic_check,0,0
CUST-02573,45,F,58,92.28,5383.85,two-year,mailed_check,7,0
CUST-02574,52,M,47,95.35,4497.96,month-to-month,credit_card,9,1
CUST-02575,22,F,22,79.5,1776.66,month-to-month,electronic_check,3,1
CUST-02576,20,M,5,47.95,207.09,two-year,bank_transfer,5,0
CUST-02577,28,M,25,44.73,1104.0,month-to-month,credit_card,2,1
CUST-02578,21,M,48,110.59,5320.14,one-year,bank_transfer,5,0
CUST-02579,20,M,37,52.86,1991.35,two-year,electronic_check,3,0
CUST-02580,28,F,25,95.51,2422.73,month-to-month,mailed_check,2,1
CUST-02581,54,M,55,33.23,1789.89,two-year,electronic_check,4,1
CUST-02582,67,F,12,36.17,459.18,two-year,mailed_check,5,1
CUST-02583,49,F,18,115.14,2042.33,month-to-month,mailed_check,7,1
CUST-02584,18,F,40,78.8,3120.23,one-year,electronic_check,10,0
CUST-02585,68,M,12,76.64,928.28,one-year,bank_transfer,6,0
CUST-02586,41,M,58,27.6,1623.05,month-to-month,bank_transfer,6,1
CUST-02587,50,F,36,67.35,2399.79,month-to-month,credit_card,2,0
CUST-02588,69,M,4,109.04,388.8,one-year,bank_transfer,10,1
CUST-02589,35,M,69,110.24,7575.67,one-year,credit_card,1,0
CUST-02590,38,M,46,89.11,4076.15,one-year,bank_transfer,1,0
CUST-02591,51,F,14,49.95,697.81,two-year,mailed_check,10,0
CUST-02592,41,F,18,46.09,865.62,two-year,bank_transfer,1,0
CUST-02593,58,F,65,74.53,4864.49,two-year,credit_card,9,0
CUST-02594,52,F,24,93.6,2245.66,month-to-month,mailed_check,7,1
CUST-02595,74,M,49,102.95,5070.31,month-to-month,mailed_check,5,0
CUST-02596,28,F,13,55.8,722.13,two-year,electronic_check,6,0
CUST-02597,50,F,36,25.73,949.8,two-year,bank_transfer,8,0
CUST-02598,63,F,22,117.27,2543.44,one-year,bank_transfer,0,0
CUST-02599,55,M,66,46.61,3062.5,one-year,bank_transfer,10,1
CUST-02600,43,M,41,93.71,3847.65,month-to-month,bank_transfer,2,0
CUST-02601,40,F,45,20.86,905.5,month-to-month,electronic_check,7,0
CUST-02602,34,M,23,75.25,1745.36,month-to-month,credit_card,2,0
CUST-02603,54,M,21,44.57,945.37,one-year,credit_card,9,1
CUST-02604,26,F,54,59.44,3199.61,two-year,electronic_check,5,0
CUST-02605,29,M,7,116.29,811.75,one-year,electronic_check,10,0
CUST-02606,21,M,6,21.88,138.77,month-to-month,bank_transfer,5,0
CUST-02607,37,F,26,73.87,1879.98,month-to-month,bank_transfer,6,1
CUST-02608,51,M,1,89.48,85.62,one-year,credit_card,5,0
CUST-02609,65,F,52,48.1,2534.3,month-to-month,credit_card,7,0
CUST-02610,63,F,56,107.03,5944.71,one-year,electronic_check,3,0
CUST-02611,46,F,60,37.35,2256.9,one-year,bank_transfer,10,0
CUST-02612,25,M,15,40.56,622.69,month-to-month,electronic_check,4,0
CUST-02613,30,M,12,116.5,1386.91,one-year,electronic_check,4,1
CUST-02614,47,F,15,111.54,1688.95,month-to-month,mailed_check,8,0
CUST-02615,66,M,47,67.66,3172.22,one-year,bank_transfer,4,0
CUST-02616,74,F,38,38.01,1475.27,month-to-month,mailed_check,5,0
CUST-02617,23,F,44,30.01,1332.41,two-year,bank_transfer,2,0
CUST-02618,36,M,39,89.73,3494.0,month-to-month,electronic_check,4,0
CUST-02619,40,F,10,96.86,996.69,month-to-month,bank_transfer,8,1
CUST-02620,18,M,50,77.26,3848.89,one-year,electronic_check,8,0
CUST-02621,26,F,48,94.54,4543.86,one-year,credit_card,4,0
CUST-02622,63,F,60,37.3,2194.32,two-year,credit_card,0,0
CUST-02623,38,F,44,42.71,1903.43,one-year,electronic_check,2,0
CUST-02624,67,M,12,59.08,742.48,one-year,credit_card,9,0
CUST-02625,45,M,29,67.7,1943.77,month-to-month,mailed_check,1,1
CUST-02626,51,F,38,42.21,1581.56,two-year,mailed_check,0,0
CUST-02627,46,F,51,92.77,4769.12,month-to-month,electronic_check,6,0
CUST-02628,43,M,60,33.14,1975.17,one-year,electronic_check,1,0
CUST-02629,54,M,67,57.28,3881.6,two-year,bank_transfer,7,0
CUST-02630,25,M,61,112.45,6887.16,month-to-month,electronic_check,5,0
CUST-02631,53,F,6,89.75,490.54,two-year,bank_transfer,5,0
CUST-02632,75,M,53,95.29,5023.16,one-year,bank_transfer,7,1
CUST-02633,31,M,35,111.48,3891.44,two-year,mailed_check,10,0
CUST-02634,68,M,28,22.23,627.24,one-year,bank_transfer,2,0
CUST-02635,59,F,24,62.06,1517.05,one-year,credit_card,8,0
CUST-02636,31,F,58,70.81,4124.61,two-year,credit_card,6,0
CUST-02637,37,M,61,95.14,5823.18,two-year,mailed_check,6,0
CUST-02638,58,F,4,94.19,411.58,one-year,electronic_check,9,0
CUST-02639,21,F,18,33.9,624.99,month-to-month,mailed_check,1,0
CUST-02640,19,F,70,106.43,7439.18,two-year,bank_transfer,0,0
CUST-02641,61,M,9,60.22,539.44,month-to-month,bank_transfer,8,0
CUST-02642,28,F,11,87.29,922.19,two-year,bank_transfer,6,0
CUST-02643,32,F,42,116.58,4855.4,month-to-month,credit_card,8,0
CUST-02644,28,F,55,102.24,5631.93,one-year,bank_transfer,0,0
CUST-02645,60,M,27,91.8,2525.85,two-year,credit_card,10,0
CUST-02646,58,M,31,115.76,3549.86,one-year,electronic_check,9,0
CUST-02647,22,F,54,64.96,3539.79,one-year,mailed_check,3,0
CUST-02648,35,M,1,56.79,62.93,two-year,electronic_check,10,0
CUST-02649,73,M,32,101.17,3234.03,two-year,credit_card,6,1
CUST-02650,42,F,61,70.2,4298.53,month-to-month,credit_card,5,0
CUST-02651,59,F,68,77.99,5341.57,month-to-month,bank_transfer,10,1
CUST-02652,46,M,66,29.32,1896.56,month-to-month,credit_card,9,1
CUST-02653,74,M,20,61.23,1194.96,one-year,credit_card,8,1
CUST-02654,28,F,9,65.43,593.9,one-year,electronic_check,4,1
CUST-02655,19,F,68,52.62,3542.89,month-to-month,electronic_check,9,0
CUST-02656,23,M,24,84.16,2011.73,one-year,credit_card,6,0
CUST-02657,28,F,15,91.92,1369.41,one-year,bank_transfer,0,0
CUST-02658,33,M,72,23.31,1673.95,month-to-month,bank_transfer,6,0
CUST-02659,31,F,25,87.25,2211.56,one-year,mailed_check,10,0
CUST-02660,61,F,24,84.19,2060.56,one-year,credit_card,2,0
CUST-02661,60,M,2,93.58,166.99,one-year,electronic_check,3,0
CUST-02662,27,M,53,79.67,4218.36,two-year,bank_transfer,0,1
CUST-02663,43,M,24,75.13,1778.11,one-year,mailed_check,10,0
CUST-02664,38,M,58,20.08,1199.09,one-year,electronic_check,0,0
CUST-02665,34,M,46,55.49,2572.53,two-year,mailed_check,5,0
CUST-02666,70,F,36,87.97,3200.96,month-to-month,bank_transfer,1,0
CUST-02667,49,M,46,107.43,4943.56,two-year,electronic_check,6,0
CUST-02668,32,F,53,35.23,1821.03,month-to-month,mailed_check,7,0
CUST-02669,41,F,68,60.78,4139.73,two-year,mailed_check,10,1
CUST-02670,29,F,23,33.49,738.72,month-to-month,mailed_check,9,0
CUST-02671,47,F,17,21.11,326.56,one-year,electronic_check,6,0
CUST-02672,64,M,20,78.8,1547.53,two-year,mailed_check,6,0
CUST-02673,57,M,72,71.48,5133.78,two-year,mailed_check,0,0
CUST-02674,21,F,39,32.14,1292.98,one-year,bank_transfer,1,0
CUST-02675,66,M,42,40.01,1645.9,two-year,bank_transfer,6,0
CUST-02676,21,F,2,22.93,88.85,month-to-month,bank_transfer,9,1
CUST-02677,60,M,9,115.66,1076.23,one-year,electronic_check,9,0
CUST-02678,51,F,10,41.77,399.84,month-to-month,mailed_check,2,1
CUST-02679,38,F,5,79.14,375.41,two-year,bank_transfer,4,0
CUST-02680,21,M,2,52.95,79.25,two-year,bank_transfer,0,0
CUST-02681,69,M,63,119.33,7530.03,one-year,electronic_check,8,0
CUST-02682,70,M,52,32.51,1705.42,two-year,electronic_check,6,0
CUST-02683,60,F,69,33.17,2263.33,month-to-month,credit_card,7,1
CUST-02684,39,F,53,60.9,3192.99,two-year,electronic_check,0,0
CUST-02685,25,M,40,44.79,1773.4,one-year,credit_card,10,0
CUST-02686,43,M,25,68.22,1656.77,two-year,mailed_check,7,0
CUST-02687,40,M,64,39.64,2509.54,month-to-month,credit_card,9,1
CUST-02688,71,M,23,116.6,2690.88,month-to-month,mailed_check,3,0
CUST-02689,29,F,27,65.96,1816.1,month-to-month,electronic_check,4,1
CUST-02690,35,F,58,48.66,2815.41,two-year,mailed_check,8,1
CUST-02691,22,M,54,106.6,5775.58,month-to-month,mailed_check,6,1
CUST-02692,48,M,42,27.62,1207.79,two-year,electronic_check,1,1
CUST-02693,52,F,62,89.51,5507.47,two-year,electronic_check,6,1
CUST-02694,22,F,25,117.16,2929.89,month-to-month,electronic_check,5,0
CUST-02695,24,F,70,94.2,6633.52,two-year,mailed_check,4,0
CUST-02696,41,M,35,91.83,3224.28,two-year,credit_card,6,0
CUST-02697,36,M,7,84.66,601.4,one-year,credit_card,4,1
CUST-02698,19,M,41,109.28,4490.9,month-to-month,bank_transfer,2,0
CUST-02699,55,F,11,100.43,1094.1,month-to-month,bank_transfer,0,0
CUST-02700,61,F,31,71.37,2225.3,two-year,credit_card,10,0
CUST-02701,38,M,57,73.42,4195.75,month-to-month,electronic_check,1,1
CUST-02702,31,M,49,48.25,2386.49,one-year,electronic_check,6,0
CUST-02703,47,F,17,40.01,656.53,month-to-month,credit_card,8,0
CUST-02704,50,F,65,110.0,7199.24,one-year,credit_card,9,0
